src,dst,label,timestamp,event_type
concentrator-09e50146,port-8fb5f264,HAS_PORT,0,add
cpe-28ffbf81,port-8fb5f264,DEPENDS_ON,0,add
cpe-28ffbf81,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-28ffbf81,trunk-5da41dda,DEPENDS_ON,0,add
sa-37fd0c11,cpe-28ffbf81,DEPENDS_ON,0,add
sa-37fd0c11,location-457,INSTALLED_AT,0,add
concentrator-09e50146,port-2469944e,HAS_PORT,0,add
cpe-8c53a56d,port-2469944e,DEPENDS_ON,0,add
cpe-8c53a56d,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-8c53a56d,trunk-5da41dda,DEPENDS_ON,0,add
sa-0bf87ce7,cpe-8c53a56d,DEPENDS_ON,0,add
sa-0bf87ce7,location-285,INSTALLED_AT,0,add
concentrator-09e50146,port-461e660e,HAS_PORT,0,add
cpe-7e8849ec,port-461e660e,DEPENDS_ON,0,add
cpe-7e8849ec,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-7e8849ec,trunk-5da41dda,DEPENDS_ON,0,add
sa-6fd07428,cpe-7e8849ec,DEPENDS_ON,0,add
sa-6fd07428,location-1508,INSTALLED_AT,0,add
concentrator-09e50146,port-fb530e49,HAS_PORT,0,add
cpe-0ad526b5,port-fb530e49,DEPENDS_ON,0,add
cpe-0ad526b5,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-0ad526b5,trunk-5da41dda,DEPENDS_ON,0,add
sa-18878cc4,cpe-0ad526b5,DEPENDS_ON,0,add
sa-18878cc4,location-209,INSTALLED_AT,0,add
concentrator-09e50146,port-3c340b6a,HAS_PORT,0,add
cpe-845cec80,port-3c340b6a,DEPENDS_ON,0,add
cpe-845cec80,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-845cec80,trunk-5da41dda,DEPENDS_ON,0,add
sa-7d677a87,cpe-845cec80,DEPENDS_ON,0,add
sa-7d677a87,location-1385,INSTALLED_AT,0,add
concentrator-09e50146,port-a9d842c8,HAS_PORT,0,add
cpe-c34301de,port-a9d842c8,DEPENDS_ON,0,add
cpe-c34301de,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-c34301de,trunk-5da41dda,DEPENDS_ON,0,add
sa-f719f4b8,cpe-c34301de,DEPENDS_ON,0,add
sa-f719f4b8,location-1516,INSTALLED_AT,0,add
concentrator-09e50146,port-f532c21c,HAS_PORT,0,add
cpe-13479278,port-f532c21c,DEPENDS_ON,0,add
cpe-13479278,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-13479278,trunk-5da41dda,DEPENDS_ON,0,add
sa-f71f87f4,cpe-13479278,DEPENDS_ON,0,add
sa-f71f87f4,location-1827,INSTALLED_AT,0,add
concentrator-09e50146,port-51e1246a,HAS_PORT,0,add
cpe-9ec10e99,port-51e1246a,DEPENDS_ON,0,add
cpe-9ec10e99,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-9ec10e99,trunk-5da41dda,DEPENDS_ON,0,add
sa-445b30c2,cpe-9ec10e99,DEPENDS_ON,0,add
sa-445b30c2,location-1116,INSTALLED_AT,0,add
concentrator-09e50146,port-74aa4761,HAS_PORT,0,add
cpe-8711f7f0,port-74aa4761,DEPENDS_ON,0,add
cpe-8711f7f0,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-8711f7f0,trunk-5da41dda,DEPENDS_ON,0,add
sa-9f77da5b,cpe-8711f7f0,DEPENDS_ON,0,add
sa-9f77da5b,location-178,INSTALLED_AT,0,add
concentrator-09e50146,port-4044fedd,HAS_PORT,0,add
cpe-74507c81,port-4044fedd,DEPENDS_ON,0,add
cpe-74507c81,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-74507c81,trunk-5da41dda,DEPENDS_ON,0,add
sa-78024aa6,cpe-74507c81,DEPENDS_ON,0,add
sa-78024aa6,location-1209,INSTALLED_AT,0,add
concentrator-09e50146,port-231475d9,HAS_PORT,0,add
cpe-4629a1ad,port-231475d9,DEPENDS_ON,0,add
cpe-4629a1ad,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-4629a1ad,trunk-5da41dda,DEPENDS_ON,0,add
sa-1e4a3239,cpe-4629a1ad,DEPENDS_ON,0,add
sa-1e4a3239,location-864,INSTALLED_AT,0,add
concentrator-09e50146,port-80d1d541,HAS_PORT,0,add
cpe-b63dbf88,port-80d1d541,DEPENDS_ON,0,add
cpe-b63dbf88,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-b63dbf88,trunk-5da41dda,DEPENDS_ON,0,add
sa-9354128f,cpe-b63dbf88,DEPENDS_ON,0,add
sa-9354128f,location-65,INSTALLED_AT,0,add
concentrator-09e50146,port-219457fb,HAS_PORT,0,add
cpe-4aba9f43,port-219457fb,DEPENDS_ON,0,add
cpe-4aba9f43,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-4aba9f43,trunk-5da41dda,DEPENDS_ON,0,add
sa-affe4116,cpe-4aba9f43,DEPENDS_ON,0,add
sa-affe4116,location-61,INSTALLED_AT,0,add
concentrator-09e50146,port-7894f34a,HAS_PORT,0,add
cpe-429df8ba,port-7894f34a,DEPENDS_ON,0,add
cpe-429df8ba,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-429df8ba,trunk-5da41dda,DEPENDS_ON,0,add
sa-decaaa43,cpe-429df8ba,DEPENDS_ON,0,add
sa-decaaa43,location-191,INSTALLED_AT,0,add
concentrator-09e50146,port-aa33ba92,HAS_PORT,0,add
cpe-52357d06,port-aa33ba92,DEPENDS_ON,0,add
cpe-52357d06,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-52357d06,trunk-5da41dda,DEPENDS_ON,0,add
sa-0ec5b008,cpe-52357d06,DEPENDS_ON,0,add
sa-0ec5b008,location-447,INSTALLED_AT,0,add
concentrator-09e50146,port-3ab86db1,HAS_PORT,0,add
cpe-38d0d1dc,port-3ab86db1,DEPENDS_ON,0,add
cpe-38d0d1dc,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-38d0d1dc,trunk-5da41dda,DEPENDS_ON,0,add
sa-0e6b1a7a,cpe-38d0d1dc,DEPENDS_ON,0,add
sa-0e6b1a7a,location-476,INSTALLED_AT,0,add
concentrator-09e50146,port-b39de7e3,HAS_PORT,0,add
cpe-8e89a3f5,port-b39de7e3,DEPENDS_ON,0,add
cpe-8e89a3f5,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-8e89a3f5,trunk-5da41dda,DEPENDS_ON,0,add
sa-aecd4738,cpe-8e89a3f5,DEPENDS_ON,0,add
sa-aecd4738,location-1034,INSTALLED_AT,0,add
concentrator-09e50146,port-6c552fc5,HAS_PORT,0,add
cpe-c05d67bf,port-6c552fc5,DEPENDS_ON,0,add
cpe-c05d67bf,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-c05d67bf,trunk-5da41dda,DEPENDS_ON,0,add
sa-948cbd36,cpe-c05d67bf,DEPENDS_ON,0,add
sa-948cbd36,location-1232,INSTALLED_AT,0,add
concentrator-09e50146,port-c2404e7f,HAS_PORT,0,add
cpe-c24267dd,port-c2404e7f,DEPENDS_ON,0,add
cpe-c24267dd,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-c24267dd,trunk-5da41dda,DEPENDS_ON,0,add
sa-233c2c0d,cpe-c24267dd,DEPENDS_ON,0,add
sa-233c2c0d,location-54,INSTALLED_AT,0,add
concentrator-09e50146,port-2da2a686,HAS_PORT,0,add
cpe-3f09f071,port-2da2a686,DEPENDS_ON,0,add
cpe-3f09f071,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-3f09f071,trunk-5da41dda,DEPENDS_ON,0,add
sa-d3721c0e,cpe-3f09f071,DEPENDS_ON,0,add
sa-d3721c0e,location-1149,INSTALLED_AT,0,add
concentrator-09e50146,port-ae05ca3a,HAS_PORT,0,add
cpe-08741935,port-ae05ca3a,DEPENDS_ON,0,add
cpe-08741935,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-08741935,trunk-5da41dda,DEPENDS_ON,0,add
sa-678a602d,cpe-08741935,DEPENDS_ON,0,add
sa-678a602d,location-407,INSTALLED_AT,0,add
concentrator-09e50146,port-56737b0d,HAS_PORT,0,add
cpe-51a053ab,port-56737b0d,DEPENDS_ON,0,add
cpe-51a053ab,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-51a053ab,trunk-5da41dda,DEPENDS_ON,0,add
sa-9e19c26c,cpe-51a053ab,DEPENDS_ON,0,add
sa-9e19c26c,location-1466,INSTALLED_AT,0,add
concentrator-09e50146,port-e5df3850,HAS_PORT,0,add
cpe-0c44ace6,port-e5df3850,DEPENDS_ON,0,add
cpe-0c44ace6,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-0c44ace6,trunk-5da41dda,DEPENDS_ON,0,add
sa-6940698e,cpe-0c44ace6,DEPENDS_ON,0,add
sa-6940698e,location-1330,INSTALLED_AT,0,add
concentrator-09e50146,port-35a0480c,HAS_PORT,0,add
cpe-a7184e69,port-35a0480c,DEPENDS_ON,0,add
cpe-a7184e69,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-a7184e69,trunk-5da41dda,DEPENDS_ON,0,add
sa-46b9d34d,cpe-a7184e69,DEPENDS_ON,0,add
sa-46b9d34d,location-1436,INSTALLED_AT,0,add
concentrator-09e50146,port-6da6dbec,HAS_PORT,0,add
cpe-fcf482b8,port-6da6dbec,DEPENDS_ON,0,add
cpe-fcf482b8,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-fcf482b8,trunk-5da41dda,DEPENDS_ON,0,add
sa-78e5f128,cpe-fcf482b8,DEPENDS_ON,0,add
sa-78e5f128,location-1116,INSTALLED_AT,0,add
concentrator-09e50146,port-ca6ca445,HAS_PORT,0,add
cpe-4d28a905,port-ca6ca445,DEPENDS_ON,0,add
cpe-4d28a905,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-4d28a905,trunk-5da41dda,DEPENDS_ON,0,add
sa-d888a063,cpe-4d28a905,DEPENDS_ON,0,add
sa-d888a063,location-859,INSTALLED_AT,0,add
concentrator-613b7b82,trunk-8e25ffdb,DEPENDS_ON,0,add
concentrator-613b7b82,trunk-5da41dda,DEPENDS_ON,0,add
concentrator-613b7b82,port-88b8e418,HAS_PORT,0,add
cpe-3371a9ff,port-88b8e418,DEPENDS_ON,0,add
cpe-3371a9ff,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-3371a9ff,trunk-5da41dda,DEPENDS_ON,0,add
sa-1351e4dc,cpe-3371a9ff,DEPENDS_ON,0,add
sa-1351e4dc,location-451,INSTALLED_AT,0,add
concentrator-613b7b82,port-ef896716,HAS_PORT,0,add
cpe-06422599,port-ef896716,DEPENDS_ON,0,add
cpe-06422599,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-06422599,trunk-5da41dda,DEPENDS_ON,0,add
sa-eb8a1a35,cpe-06422599,DEPENDS_ON,0,add
sa-eb8a1a35,location-919,INSTALLED_AT,0,add
concentrator-613b7b82,port-f76f5875,HAS_PORT,0,add
cpe-ae07f70f,port-f76f5875,DEPENDS_ON,0,add
cpe-ae07f70f,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-ae07f70f,trunk-5da41dda,DEPENDS_ON,0,add
sa-2cd8edad,cpe-ae07f70f,DEPENDS_ON,0,add
sa-2cd8edad,location-1206,INSTALLED_AT,0,add
concentrator-613b7b82,port-d2b187d3,HAS_PORT,0,add
cpe-ada5bfa6,port-d2b187d3,DEPENDS_ON,0,add
cpe-ada5bfa6,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-ada5bfa6,trunk-5da41dda,DEPENDS_ON,0,add
sa-15569b5a,cpe-ada5bfa6,DEPENDS_ON,0,add
sa-15569b5a,location-569,INSTALLED_AT,0,add
concentrator-613b7b82,port-37508e50,HAS_PORT,0,add
cpe-bca6940e,port-37508e50,DEPENDS_ON,0,add
cpe-bca6940e,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-bca6940e,trunk-5da41dda,DEPENDS_ON,0,add
sa-aa42e9c0,cpe-bca6940e,DEPENDS_ON,0,add
sa-aa42e9c0,location-1657,INSTALLED_AT,0,add
concentrator-613b7b82,port-ad5d6c16,HAS_PORT,0,add
cpe-a6d4287d,port-ad5d6c16,DEPENDS_ON,0,add
cpe-a6d4287d,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-a6d4287d,trunk-5da41dda,DEPENDS_ON,0,add
sa-20813de3,cpe-a6d4287d,DEPENDS_ON,0,add
sa-20813de3,location-1780,INSTALLED_AT,0,add
concentrator-613b7b82,port-96a71480,HAS_PORT,0,add
cpe-cd675116,port-96a71480,DEPENDS_ON,0,add
cpe-cd675116,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-cd675116,trunk-5da41dda,DEPENDS_ON,0,add
sa-f9f16570,cpe-cd675116,DEPENDS_ON,0,add
sa-f9f16570,location-13,INSTALLED_AT,0,add
concentrator-613b7b82,port-06a2b9d2,HAS_PORT,0,add
cpe-2a8c53cb,port-06a2b9d2,DEPENDS_ON,0,add
cpe-2a8c53cb,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-2a8c53cb,trunk-5da41dda,DEPENDS_ON,0,add
sa-4dd952c4,cpe-2a8c53cb,DEPENDS_ON,0,add
sa-4dd952c4,location-1554,INSTALLED_AT,0,add
concentrator-613b7b82,port-20ad6949,HAS_PORT,0,add
cpe-b24cb014,port-20ad6949,DEPENDS_ON,0,add
cpe-b24cb014,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-b24cb014,trunk-5da41dda,DEPENDS_ON,0,add
sa-079f173e,cpe-b24cb014,DEPENDS_ON,0,add
sa-079f173e,location-1650,INSTALLED_AT,0,add
concentrator-613b7b82,port-2e1f43f9,HAS_PORT,0,add
cpe-8cb8a559,port-2e1f43f9,DEPENDS_ON,0,add
cpe-8cb8a559,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-8cb8a559,trunk-5da41dda,DEPENDS_ON,0,add
sa-43bd86cc,cpe-8cb8a559,DEPENDS_ON,0,add
sa-43bd86cc,location-326,INSTALLED_AT,0,add
concentrator-613b7b82,port-3c19d776,HAS_PORT,0,add
cpe-521f23e6,port-3c19d776,DEPENDS_ON,0,add
cpe-521f23e6,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-521f23e6,trunk-5da41dda,DEPENDS_ON,0,add
sa-87c2efac,cpe-521f23e6,DEPENDS_ON,0,add
sa-87c2efac,location-1429,INSTALLED_AT,0,add
concentrator-613b7b82,port-2a313e1c,HAS_PORT,0,add
cpe-9eb0a362,port-2a313e1c,DEPENDS_ON,0,add
cpe-9eb0a362,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-9eb0a362,trunk-5da41dda,DEPENDS_ON,0,add
sa-475da880,cpe-9eb0a362,DEPENDS_ON,0,add
sa-475da880,location-865,INSTALLED_AT,0,add
concentrator-613b7b82,port-ddfbdd56,HAS_PORT,0,add
cpe-ebcad0e8,port-ddfbdd56,DEPENDS_ON,0,add
cpe-ebcad0e8,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-ebcad0e8,trunk-5da41dda,DEPENDS_ON,0,add
sa-4f6acfd7,cpe-ebcad0e8,DEPENDS_ON,0,add
sa-4f6acfd7,location-696,INSTALLED_AT,0,add
concentrator-613b7b82,port-f35561f5,HAS_PORT,0,add
cpe-a33b5fd3,port-f35561f5,DEPENDS_ON,0,add
cpe-a33b5fd3,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-a33b5fd3,trunk-5da41dda,DEPENDS_ON,0,add
sa-ad5b79c4,cpe-a33b5fd3,DEPENDS_ON,0,add
sa-ad5b79c4,location-569,INSTALLED_AT,0,add
concentrator-613b7b82,port-95af3e21,HAS_PORT,0,add
cpe-b5e7abc5,port-95af3e21,DEPENDS_ON,0,add
cpe-b5e7abc5,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-b5e7abc5,trunk-5da41dda,DEPENDS_ON,0,add
sa-437b0d9f,cpe-b5e7abc5,DEPENDS_ON,0,add
sa-437b0d9f,location-318,INSTALLED_AT,0,add
concentrator-613b7b82,port-13679917,HAS_PORT,0,add
cpe-da139fea,port-13679917,DEPENDS_ON,0,add
cpe-da139fea,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-da139fea,trunk-5da41dda,DEPENDS_ON,0,add
sa-00b9c928,cpe-da139fea,DEPENDS_ON,0,add
sa-00b9c928,location-440,INSTALLED_AT,0,add
concentrator-613b7b82,port-ca1a0975,HAS_PORT,0,add
cpe-fa371664,port-ca1a0975,DEPENDS_ON,0,add
cpe-fa371664,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-fa371664,trunk-5da41dda,DEPENDS_ON,0,add
sa-5c3199e2,cpe-fa371664,DEPENDS_ON,0,add
sa-5c3199e2,location-1960,INSTALLED_AT,0,add
concentrator-613b7b82,port-fd0d63ce,HAS_PORT,0,add
cpe-542f9c64,port-fd0d63ce,DEPENDS_ON,0,add
cpe-542f9c64,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-542f9c64,trunk-5da41dda,DEPENDS_ON,0,add
sa-f768f2d0,cpe-542f9c64,DEPENDS_ON,0,add
sa-f768f2d0,location-1563,INSTALLED_AT,0,add
concentrator-613b7b82,port-09df4525,HAS_PORT,0,add
cpe-8d829d3f,port-09df4525,DEPENDS_ON,0,add
cpe-8d829d3f,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-8d829d3f,trunk-5da41dda,DEPENDS_ON,0,add
sa-171f0be5,cpe-8d829d3f,DEPENDS_ON,0,add
sa-171f0be5,location-689,INSTALLED_AT,0,add
concentrator-613b7b82,port-0e252d30,HAS_PORT,0,add
cpe-a194afd4,port-0e252d30,DEPENDS_ON,0,add
cpe-a194afd4,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-a194afd4,trunk-5da41dda,DEPENDS_ON,0,add
sa-0f6228e2,cpe-a194afd4,DEPENDS_ON,0,add
sa-0f6228e2,location-209,INSTALLED_AT,0,add
concentrator-613b7b82,port-f61e4015,HAS_PORT,0,add
cpe-3742bfaf,port-f61e4015,DEPENDS_ON,0,add
cpe-3742bfaf,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-3742bfaf,trunk-5da41dda,DEPENDS_ON,0,add
sa-5fda59ab,cpe-3742bfaf,DEPENDS_ON,0,add
sa-5fda59ab,location-189,INSTALLED_AT,0,add
concentrator-613b7b82,port-878f1fa6,HAS_PORT,0,add
cpe-1317a2fd,port-878f1fa6,DEPENDS_ON,0,add
cpe-1317a2fd,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-1317a2fd,trunk-5da41dda,DEPENDS_ON,0,add
sa-f2d63c71,cpe-1317a2fd,DEPENDS_ON,0,add
sa-f2d63c71,location-778,INSTALLED_AT,0,add
concentrator-613b7b82,port-6ef6d3ba,HAS_PORT,0,add
cpe-3ba6b82d,port-6ef6d3ba,DEPENDS_ON,0,add
cpe-3ba6b82d,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-3ba6b82d,trunk-5da41dda,DEPENDS_ON,0,add
sa-e600f52e,cpe-3ba6b82d,DEPENDS_ON,0,add
sa-e600f52e,location-198,INSTALLED_AT,0,add
concentrator-613b7b82,port-98c2235e,HAS_PORT,0,add
cpe-86443754,port-98c2235e,DEPENDS_ON,0,add
cpe-86443754,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-86443754,trunk-5da41dda,DEPENDS_ON,0,add
sa-f7d15a5c,cpe-86443754,DEPENDS_ON,0,add
sa-f7d15a5c,location-735,INSTALLED_AT,0,add
concentrator-613b7b82,port-49b0aee6,HAS_PORT,0,add
cpe-93006f93,port-49b0aee6,DEPENDS_ON,0,add
cpe-93006f93,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-93006f93,trunk-5da41dda,DEPENDS_ON,0,add
sa-42b578ca,cpe-93006f93,DEPENDS_ON,0,add
sa-42b578ca,location-1735,INSTALLED_AT,0,add
concentrator-613b7b82,port-2faeeb1c,HAS_PORT,0,add
cpe-25f3c830,port-2faeeb1c,DEPENDS_ON,0,add
cpe-25f3c830,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-25f3c830,trunk-5da41dda,DEPENDS_ON,0,add
sa-1963c045,cpe-25f3c830,DEPENDS_ON,0,add
sa-1963c045,location-704,INSTALLED_AT,0,add
concentrator-613b7b82,port-cbb41982,HAS_PORT,0,add
cpe-b60d4133,port-cbb41982,DEPENDS_ON,0,add
cpe-b60d4133,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-b60d4133,trunk-5da41dda,DEPENDS_ON,0,add
sa-6bb62dad,cpe-b60d4133,DEPENDS_ON,0,add
sa-6bb62dad,location-1236,INSTALLED_AT,0,add
concentrator-613b7b82,port-c90b5821,HAS_PORT,0,add
cpe-1ed6c768,port-c90b5821,DEPENDS_ON,0,add
cpe-1ed6c768,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-1ed6c768,trunk-5da41dda,DEPENDS_ON,0,add
sa-06d4866f,cpe-1ed6c768,DEPENDS_ON,0,add
sa-06d4866f,location-541,INSTALLED_AT,0,add
concentrator-613b7b82,port-b39164e5,HAS_PORT,0,add
cpe-9eadca73,port-b39164e5,DEPENDS_ON,0,add
cpe-9eadca73,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-9eadca73,trunk-5da41dda,DEPENDS_ON,0,add
sa-991f89d2,cpe-9eadca73,DEPENDS_ON,0,add
sa-991f89d2,location-1652,INSTALLED_AT,0,add
concentrator-613b7b82,port-9ceee176,HAS_PORT,0,add
cpe-446d2cdb,port-9ceee176,DEPENDS_ON,0,add
cpe-446d2cdb,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-446d2cdb,trunk-5da41dda,DEPENDS_ON,0,add
sa-72de5b54,cpe-446d2cdb,DEPENDS_ON,0,add
sa-72de5b54,location-88,INSTALLED_AT,0,add
concentrator-613b7b82,port-7b1861da,HAS_PORT,0,add
cpe-6f126695,port-7b1861da,DEPENDS_ON,0,add
cpe-6f126695,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-6f126695,trunk-5da41dda,DEPENDS_ON,0,add
sa-b6065aea,cpe-6f126695,DEPENDS_ON,0,add
sa-b6065aea,location-1494,INSTALLED_AT,0,add
concentrator-613b7b82,port-e448dba4,HAS_PORT,0,add
cpe-4f4b0433,port-e448dba4,DEPENDS_ON,0,add
cpe-4f4b0433,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-4f4b0433,trunk-5da41dda,DEPENDS_ON,0,add
sa-3c04f7bd,cpe-4f4b0433,DEPENDS_ON,0,add
sa-3c04f7bd,location-940,INSTALLED_AT,0,add
concentrator-a6c1350f,trunk-8e25ffdb,DEPENDS_ON,0,add
concentrator-a6c1350f,trunk-5da41dda,DEPENDS_ON,0,add
concentrator-a6c1350f,port-c72317d3,HAS_PORT,0,add
cpe-ed9f6a04,port-c72317d3,DEPENDS_ON,0,add
cpe-ed9f6a04,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-ed9f6a04,trunk-5da41dda,DEPENDS_ON,0,add
sa-3150def9,cpe-ed9f6a04,DEPENDS_ON,0,add
sa-3150def9,location-1098,INSTALLED_AT,0,add
concentrator-a6c1350f,port-e1a78618,HAS_PORT,0,add
cpe-d4c89a5f,port-e1a78618,DEPENDS_ON,0,add
cpe-d4c89a5f,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-d4c89a5f,trunk-5da41dda,DEPENDS_ON,0,add
sa-090135b8,cpe-d4c89a5f,DEPENDS_ON,0,add
sa-090135b8,location-255,INSTALLED_AT,0,add
concentrator-a6c1350f,port-5f2c5d37,HAS_PORT,0,add
cpe-ee87a78c,port-5f2c5d37,DEPENDS_ON,0,add
cpe-ee87a78c,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-ee87a78c,trunk-5da41dda,DEPENDS_ON,0,add
sa-acd5521f,cpe-ee87a78c,DEPENDS_ON,0,add
sa-acd5521f,location-1992,INSTALLED_AT,0,add
concentrator-a6c1350f,port-c977e1b8,HAS_PORT,0,add
cpe-085754e3,port-c977e1b8,DEPENDS_ON,0,add
cpe-085754e3,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-085754e3,trunk-5da41dda,DEPENDS_ON,0,add
sa-dd8cbf1f,cpe-085754e3,DEPENDS_ON,0,add
sa-dd8cbf1f,location-1888,INSTALLED_AT,0,add
concentrator-a6c1350f,port-31597fbf,HAS_PORT,0,add
cpe-310fcaaf,port-31597fbf,DEPENDS_ON,0,add
cpe-310fcaaf,trunk-8e25ffdb,DEPENDS_ON,0,add
cpe-310fcaaf,trunk-5da41dda,DEPENDS_ON,0,add
sa-605c0035,cpe-310fcaaf,DEPENDS_ON,0,add
sa-605c0035,location-775,INSTALLED_AT,0,add
concentrator-a6c1350f,port-f2aabc8f,HAS_PORT,0,add
cpe-3b7adede,port-f2aabc8f,DEPENDS_ON,0,add
cpe-3b7adede,trunk-8e25ffdb,DEPENDS_ON,0,add
